idx,text,orig_label,orig_label_id,orig_conf_max,p_orig_class_before,top_ig_tokens,masked_text,masked_label,masked_conf_max,p_orig_class_after,fidelity_drop,fidelity_drop_maxconf
160,EBIT excluding non-recurring items was estimated to increase from 2009 .,positive,2,0.9990472197532654,0.9990472197532654,"from, increase, estimated, was, excluding",EBIT non-recurring items to 2009.,neutral,0.9991022348403931,0.00040400668513029814,0.9986432130681351,-5.501508712768555e-05
161,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,2,0.999007523059845,0.999007523059845,"rose, to, from, uted, .",Diluted EPS EUR3 68 EUR0 50,neutral,0.9982267022132874,0.0005883403937332332,0.9984191826661117,0.0007808208465576172
162,The value of the total investment is about EUR 600mn .,neutral,1,0.9992002844810486,0.9992002844810486,"about, ., of, the, is",value total investment EUR 600mn,neutral,0.9991133809089661,0.9991133809089661,8.690357208251953e-05,8.690357208251953e-05
163,"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral,1,0.9992026686668396,0.9992026686668396,"be, o, and, his, will","Rautalinko was resposnible also for Mobility Services, job in this division continued by Marek Hintze.",neutral,0.9990757703781128,0.9990757703781128,0.00012689828872680664,0.00012689828872680664
164,The value of the orders is about EUR 25mn .,neutral,1,0.9992151260375977,0.9992151260375977,"is, about, of, the, 25",value orders EUR 25mn.,neutral,0.9990259408950806,0.9990259408950806,0.00018918514251708984,0.00018918514251708984
165,`` Demand for sports equipment was good in 2005 .,positive,2,0.9981297850608826,0.9981297850608826,"good, was, 2005, ., demand",`` for sports equipment in,neutral,0.9990793466567993,0.0005545723251998425,0.9975752127356827,-0.000949561595916748
166,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral,1,0.9987446069717407,0.9987446069717407,"decision, reflects, ., which, as","The the underutilisation of the line, produces nonwovens used in medical and wipes applications well for the automotive industry",neutral,0.9991775155067444,0.9991775155067444,-0.0004329085350036621,-0.0004329085350036621
167,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative,0,0.998619556427002,0.998619556427002,"decreased, sales, to, ', eu","In July-September 2009, Konecranes EUR 368.7 mn from EUR 520.4 mn in July-September 2008.",positive,0.9938256740570068,0.0059236581437289715,0.992695898283273,0.004793882369995117
168,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral,1,0.999103307723999,0.999103307723999,"., industrial, include, as, ,",Products Consumer Electronics devices such mobile phones and their accessories set-top boxes flat panel TVs well System Solutions products such infrastructure systems modules and other segment products,neutral,0.999174177646637,0.999174177646637,-7.086992263793945e-05,-7.086992263793945e-05
169,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral,1,0.9992364645004272,0.9992364645004272,"and, which, of, and, shares","Target company: Tieto Corporation, Business Identity Code: 0101138-5 Date change in holding: 22 January 2010 Portion the votes: The current group holding OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587, represents 4.14 % the voting rights.",neutral,0.9991624355316162,0.9991624355316162,7.402896881103516e-05,7.402896881103516e-05
170,"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive,2,0.9990311861038208,0.9990311861038208,"rose, to, from, ., s","Satama ' net profit for the third quarter of 2007 275,000 euro ( $ 395,000 ) 270,000 euro ( $ 388,000 ) for the same period of 2006",neutral,0.9987950325012207,0.0004943995154462755,0.9985367865883745,0.00023615360260009766
171,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral,1,0.9990178346633911,0.9990178346633911,"had, revenue, staff, ., 2008","In, Kemira recorded of approximately EUR 28 billion and a of 9,400",neutral,0.9990925788879395,0.9990925788879395,-7.474422454833984e-05,-7.474422454833984e-05
172,The maximum number of new shares to be offered is 22 million .,neutral,1,0.9991587400436401,0.9991587400436401,"of, new, is, to, shares",The maximum number be offered 22 million.,neutral,0.999194324016571,0.999194324016571,-3.55839729309082e-05,-3.55839729309082e-05
173,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",neutral,1,0.9990831613540649,0.9990831613540649,"and, profit, was, ,, eu",The Group 's turnover in 2006 EUR 39.2 million operating EUR 3.9 million.,neutral,0.9991523027420044,0.9991523027420044,-6.914138793945312e-05,-6.914138793945312e-05
174,Earnings per share EPS amounted to EUR0 .01 .,neutral,1,0.998504638671875,0.998504638671875,"amounted, earnings, share, 0, 01",per EPS to EUR0..,neutral,0.9985520243644714,0.9985520243644714,-4.738569259643555e-05,-4.738569259643555e-05
175,The estimated value of the deal is USD 9.2 million .,neutral,1,0.9991961121559143,0.9991961121559143,"of, the, is, ., usd",estimated value deal 92 million,neutral,0.9988270401954651,0.9988270401954651,0.00036907196044921875,0.00036907196044921875
176,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",neutral,1,0.9991806149482727,0.9991806149482727,"is, ,, ., las, ton",Glaston 's own glass processing unit Tamglass Glass Processing a manufacturer of high quality safety glass products and operates in Finland,neutral,0.9991877675056458,0.9991877675056458,-7.152557373046875e-06,-7.152557373046875e-06
177,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,2,0.999039351940155,0.999039351940155,"from, increased, to, by, sales","The major breweries their domestic beer 4.5 per cent last year, 256.88 million litres 245.92 million litres in 2004.",neutral,0.9928135275840759,0.0006811105413362384,0.9983582413988188,0.0062258243560791016
178,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",neutral,1,0.9991577863693237,0.9991577863693237,"the, which, of, 68, following","Panostaja owns a.77 pct share capital and voting rights Suomen Helasto shares an exchange shares was carried out on May 30, 2007.",neutral,0.9992615580558777,0.9992615580558777,-0.00010377168655395508,-0.00010377168655395508
179,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative,0,0.9981297850608826,0.9981297850608826,"negative, compared, a, eu, 18",Cash flow from operations in January-December 2008 was EUR.1 mn to EUR 39.0 mn in the corresponding period in 2007.,positive,0.7128392457962036,0.28077432513237,0.7173554599285126,0.28529053926467896
180,GyPSii service supports ten different languages including Korean and Russian .,neutral,1,0.9991081357002258,0.9991081357002258,"korean, service, including, and, different",GyPSii supports ten languages Russian.,neutral,0.9988588094711304,0.9988588094711304,0.000249326229095459,0.000249326229095459
181,The company did not disclose the price of the acquisition .,neutral,1,0.9991698265075684,0.9991698265075684,"not, did, disclose, the, the",company price of acquisition.,neutral,0.9991148114204407,0.9991148114204407,5.501508712768555e-05,5.501508712768555e-05
182,"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",positive,2,0.9990249872207642,0.9990249872207642,"rose, to, to, doubled, from","Net income life insurance EUR 6.8 mn EUR 3.2 mn, and net income non-life insurance EUR 5.2 mn EUR 1.5 mn in the corresponding period in 2009.",neutral,0.9987583160400391,0.0004961309605278075,0.9985288562602364,0.00026667118072509766
183,"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",neutral,1,0.9991937279701233,0.9991937279701233,"and, be, administration, made, shares","Payment for acquired will in cash, the price per share will EUR 1 plus an fee.",neutral,0.9990320205688477,0.9990320205688477,0.00016170740127563477,0.00016170740127563477
184,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,2,0.99903404712677,0.99903404712677,"increased, from, compared, period, sales","Both operating profit and net for the six-month, respectively EUR0.4 m and EUR3.2 m, as to the corresponding in 2005.",neutral,0.9975882768630981,0.001378970337100327,0.9976550767896697,0.001445770263671875
185,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,0,0.9982441663742065,0.9982441663742065,"loss, operating, compared, profit, over","of the Pulp & Paper Machinery unit was EUR 3mn in September 2007 - August 2008, to a of EUR 3.7 mn a year earlier.",neutral,0.8975744843482971,0.014012809842824936,0.9842313565313816,0.10066968202590942
186,Investment management and investment advisory services are the company 's sole line of business .,neutral,1,0.999079704284668,0.999079704284668,"are, ', of, s, sole",Investment management and investment advisory services the company line business.,neutral,0.9991568326950073,0.9991568326950073,-7.712841033935547e-05,-7.712841033935547e-05
187,"The record date for dividend distribution is March 14 , 2008 .",neutral,1,0.9991974234580994,0.9991974234580994,"is, nd, 2008, march, the","record date for dividend distribution 14,.",neutral,0.9991362690925598,0.9991362690925598,6.115436553955078e-05,6.115436553955078e-05
188,"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,2,0.9990537762641907,0.9990537762641907,"from, up, led, eu, .","The company 's operating income ( EBIT ) totalled EUR 00 mn, EUR -03 mn year-on-year",neutral,0.9985929131507874,0.0009397243848070502,0.9981140518793836,0.0004608631134033203
189,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,positive,2,0.9990654587745667,0.9990654587745667,"from, grew, to, ., percent",Revenue 1 euro742 2 million US$ 964 million euro735 million,neutral,0.9989038705825806,0.0005893686902709305,0.9984760900842957,0.00016158819198608398
190,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,2,0.998878538608551,0.998878538608551,"won, deal, ., from, to","Finnish airline Finnair has a with the UK public sector be the official airline for flights London Heathrow Osaka in Japan, as well as flights between Manchester in the UK and Helsinki in Finland",neutral,0.9990986585617065,0.000520779867656529,0.9983577587408945,-0.00022011995315551758
191,"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",neutral,1,0.9992056488990784,0.9992056488990784,"., into, put, will, ,",These sections be place to form the load-bearing steel structure of the bridge '' says Sami Eronen Senior Vice President Infrastructure and Northern Europe Ruukki Construction,neutral,0.9991361498832703,0.9991361498832703,6.949901580810547e-05,6.949901580810547e-05
192,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",positive,2,0.9978965520858765,0.9978965520858765,"widened, loss, net, its, from","Finnish power supply solutions and systems provider Efore Oyj said to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31, 2007 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06.",neutral,0.99888676404953,0.0004759814473800361,0.9974205706384964,-0.0009902119636535645
193,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative,0,0.9984361529350281,0.9984361529350281,"fell, year, to, on, profit","ADPnews - Aug 3, 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL: ILK2S said today its net 45 % the EUR 5.9 million USD 8.4 m in the first half of 2009.",neutral,0.9989345669746399,0.0005351555882953107,0.9979009973467328,-0.0004984140396118164
194,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral,1,0.9992008805274963,0.9992008805274963,"., its, near, make, the","company 's plant in Russia will continue to tyres for markets, while plant in Nokia in Finland will manufacture tyres for other markets",neutral,0.9991698265075684,0.9991698265075684,3.1054019927978516e-05,3.1054019927978516e-05
195,A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,1,0.999163031578064,0.999163031578064,"will, town, a, a, have",paper mill in the central Maine of Madison soon new owner.,neutral,0.9985883831977844,0.9985883831977844,0.000574648380279541,0.000574648380279541
196,"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",positive,2,0.9984568357467651,0.9984568357467651,"strengthened, will, sales, be, said","Systeemitiimi 's and project resources also, director Paul Skogberg.",neutral,0.9992176294326782,0.0003909441002178937,0.9980658916465472,-0.0007607936859130859
197,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",neutral,1,0.9989456534385681,0.9989456534385681,"2008, m, system, net, in",", AVC Systemhaus had sales of EUR 10 million USD 7.1.",neutral,0.9990692734718323,0.9990692734718323,-0.00012362003326416016,-0.00012362003326416016
198,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral,1,0.9991549253463745,0.9991549253463745,"of, invite, to, shares, their",Sanoma Magazines International will other shareholders holding approximately 15 % the sell.,neutral,0.9991982579231262,0.9991982579231262,-4.3332576751708984e-05,-4.3332576751708984e-05
199,Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,positive,2,0.9987744688987732,0.9987744688987732,"received, has, ., significant, term",Major Order in India Comptel Corporation a long- order for mediation and provisioning solutions being used by a leading operator in India,neutral,0.9988756775856018,0.0007693387451581657,0.998005130153615,-0.00010120868682861328
